f0	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	pred	pred	SVM(minus)	SVM(plus)	Random Forest(minus)	Random Forest(plus)	kNN(minus)	kNN(plus)	SVM	Random Forest	kNN
-1	0.0535143	0.000957496	-0.918367	0.055004	0.00161111	-0.802469	0.0536081	0.00185567	-0.719008	0.050054	0.00193161	-0.656805	0.0478292	0.00191725	-0.6	0.0467809	0.00195756	-0.598616	0.0469904	0.00198569	-0.617729	0.0462259	0.00189192	-0.637188	0.0454907	0.00177097	~	?	0.042	0.958	0.568	0.432	0.013	0.987	plus	minus	plus
-0.92	0.0658408	0.00105015	-0.877551	0.060933	0.000725536	-0.851852	0.0593167	0.000829932	-0.85124	0.0607045	0.00101047	-0.810651	0.0624055	0.00130579	-0.751111	0.066354	0.00155214	-0.681661	0.0657392	0.00142095	-0.623269	0.0638571	0.00126706	-0.594104	0.0638847	0.001346	~	?	0.783	0.217	0.518	0.482	0.178	0.822	minus	minus	plus
-0.68	0.123372	0.00309444	-0.428571	0.0997598	0.00307247	-0.259259	0.0865854	0.00298378	-0.173554	0.0785867	0.00286764	-0.189349	0.075998	0.00284122	-0.244444	0.0733902	0.00262228	-0.318339	0.0711676	0.0025514	-0.360111	0.0703838	0.00268005	-0.385488	0.0705351	0.00255445	~	?	0.232	0.768	0.244	0.756	0.457	0.543	plus	plus	plus
-1	0.0825976	0.00159572	-0.918367	0.0774681	0.00150137	-0.851852	0.0859696	0.00194217	-0.818182	0.0863177	0.00198842	-0.763314	0.0791623	0.00167993	-0.724444	0.0736173	0.00165732	-0.695502	0.0689641	0.00158568	-0.65651	0.0646241	0.00156903	-0.614512	0.0609297	0.00159588	~	?	0.778	0.222	0.630	0.370	0.944	0.056	minus	minus	minus
-1	0.0671388	0.000469783	-1	0.05714	0.000866138	-1	0.0559768	0.000889995	-0.950413	0.0551599	0.000828915	-0.905325	0.0562069	0.000845814	-0.884444	0.0526738	0.000827529	-0.882353	0.0510164	0.000822337	-0.894737	0.0499299	0.000922484	-0.909297	0.0498669	0.000998315	~	?	0.996	0.004	0.870	0.130	0.995	0.005	minus	minus	minus
-1	0.0610893	0.000816611	-1	0.0674492	0.00073647	-0.925926	0.0727283	0.0013203	-0.85124	0.0692518	0.00130929	-0.763314	0.0648642	0.00127494	-0.715556	0.0640963	0.0013029	-0.709343	0.0647357	0.00149095	-0.745152	0.0654932	0.00147511	-0.782313	0.0631321	0.00143309	~	?	0.943	0.057	0.606	0.394	0.933	0.067	minus	minus	minus
0.04	0.0802304	0.00205142	-0.306122	0.0688303	0.00138827	-0.530864	0.0649302	0.00134744	-0.570248	0.0692955	0.00184678	-0.514793	0.0742559	0.00224735	-0.422222	0.0752871	0.00247364	-0.363322	0.0706098	0.00222367	-0.357341	0.0688911	0.00214329	-0.39229	0.0670904	0.00211657	~	?	0.041	0.959	0.306	0.694	0.000	1.000	plus	plus	plus
-0.28	0.122494	0.0086168	-0.346939	0.105952	0.00701996	-0.382716	0.0924401	0.00534654	-0.413223	0.0801536	0.0048079	-0.431953	0.0715941	0.00427301	-0.444444	0.0665373	0.00382528	-0.453287	0.0637777	0.00344006	-0.459834	0.0614597	0.00309842	-0.47619	0.0586619	0.00285801	~	?	0.998	0.002	0.910	0.090	1.000	0.000	minus	minus	minus
-0.2	0.060108	0.000824818	0.183673	0.0617757	0.0010881	0.358025	0.0534903	0.00090761	0.471074	0.0444607	0.00102988	0.550296	0.0388755	0.000985758	0.6	0.0354795	0.000897207	0.605536	0.0329052	0.000808636	0.623269	0.030235	0.000744701	0.632653	0.0287046	0.000678049	~	?	0.056	0.944	0.004	0.996	0.000	1.000	plus	plus	plus
-1	0.0809735	0.00196963	-0.959184	0.0791212	0.00162757	-0.901235	0.0827467	0.00196505	-0.85124	0.0834897	0.00174359	-0.804734	0.0830706	0.00205423	-0.773333	0.0835529	0.00210374	-0.761246	0.0845882	0.0022449	-0.739612	0.0849546	0.00245833	-0.712018	0.0860208	0.00255345	~	?	0.833	0.167	0.730	0.270	0.100	0.900	minus	minus	plus
-0.2	0.0674237	0.00171047	-0.306122	0.0797579	0.00214069	-0.358025	0.0797711	0.00214115	-0.396694	0.0771819	0.00183937	-0.366864	0.0695489	0.00171931	-0.351111	0.0664737	0.00224647	-0.321799	0.0662492	0.00267135	-0.301939	0.0645728	0.0025017	-0.310658	0.0646564	0.00259603	~	?	0.285	0.715	0.235	0.765	0.000	1.000	plus	plus	plus
-1	0.0377069	0.000700107	-0.877551	0.0723444	0.00169192	-0.753086	0.0738712	0.00198553	-0.669421	0.0652542	0.00222622	-0.573964	0.0650421	0.00202177	-0.528889	0.0615813	0.00202774	-0.49481	0.0621537	0.0021529	-0.462604	0.061193	0.00218247	-0.424036	0.0600679	0.00217345	~	?	0.061	0.939	0.764	0.236	0.000	1.000	plus	minus	plus
-0.84	0.11673	0.00209957	-0.632653	0.09921	0.00264153	-0.481481	0.0929089	0.00310457	-0.38843	0.0890925	0.00335467	-0.349112	0.0799673	0.00257538	-0.342222	0.0738964	0.00231349	-0.349481	0.0701783	0.00204979	-0.379501	0.0684439	0.00181745	-0.428571	0.0686189	0.00175138	~	?	0.013	0.987	0.147	0.853	0.000	1.000	plus	plus	plus
-1	0.0680576	0.00111456	-1	0.0510147	0.00122914	-1	0.0518094	0.00143795	-0.983471	0.0573624	0.00179063	-0.928994	0.0578012	0.00187407	-0.831111	0.0592717	0.00195012	-0.695502	0.0586339	0.00206453	-0.595568	0.0594157	0.00220503	-0.514739	0.0620368	0.00244607	~	?	0.840	0.160	0.466	0.534	0.155	0.845	minus	plus	plus
-0.6	0.122879	0.00625435	-0.510204	0.102301	0.0032153	-0.555556	0.0934356	0.00404452	-0.586777	0.0903701	0.00535309	-0.585799	0.080766	0.00455293	-0.604444	0.0756551	0.00399397	-0.643599	0.0714459	0.00364093	-0.700831	0.0668018	0.00350339	-0.723356	0.0645434	0.00340258	~	?	0.247	0.753	0.414	0.586	0.084	0.916	plus	plus	plus
-0.8	0.0515968	0.00142962	-0.857143	0.074286	0.00367108	-0.777778	0.0839134	0.00462167	-0.669421	0.0767229	0.00411825	-0.64497	0.0681797	0.00377623	-0.582222	0.0636181	0.00359936	-0.602076	0.0632216	0.00321994	-0.634349	0.0645803	0.00308709	-0.650794	0.0656491	0.00304922	~	?	0.301	0.699	0.633	0.367	0.405	0.595	plus	minus	plus
0	0.0311127	0.00174756	-0.0408163	0.0311993	0.00217149	-0.0617284	0.0342514	0.00315683	-0.0661157	0.0323746	0.00323915	-0.0710059	0.0351074	0.00389458	-0.08	0.0456788	0.00644552	-0.083045	0.050171	0.00761595	-0.102493	0.0508535	0.00718174	-0.133787	0.0492116	0.00639665	~	?	0.968	0.032	0.984	0.016	1.000	0.000	minus	minus	minus
-0.68	0.132895	0.00271301	-0.428571	0.124251	0.00196837	-0.283951	0.0996168	0.00287876	-0.272727	0.0951392	0.00266344	-0.313609	0.0867623	0.00256186	-0.386667	0.0791208	0.00234197	-0.474048	0.078136	0.00228397	-0.506925	0.0781735	0.00236969	-0.52381	0.0770461	0.00250236	~	?	0.006	0.994	0.242	0.758	0.000	1.000	plus	plus	plus
-0.52	0.138558	0.00424559	-0.387755	0.114389	0.00385351	-0.259259	0.0975686	0.00357688	-0.190083	0.0848202	0.00336764	-0.136095	0.075134	0.00318391	-0.0666667	0.0676939	0.00299181	0.0103806	0.0635285	0.00289167	0.0720222	0.0595289	0.00287385	0.126984	0.0565498	0.0027948	~	?	0.020	0.980	0.075	0.925	0.000	1.000	plus	plus	plus
-0.6	0.0965196	0.00139423	-0.346939	0.0811517	0.00160447	-0.308642	0.08778	0.00210333	-0.305785	0.0872992	0.00235498	-0.278107	0.0763631	0.00217936	-0.244444	0.073833	0.00207191	-0.211073	0.0711642	0.00207505	-0.246537	0.0686641	0.00212781	-0.283447	0.0687076	0.00219747	~	?	0.000	1.000	0.074	0.926	0.000	1.000	plus	plus	plus
-0.44	0.0942923	0.00130553	-0.387755	0.0902257	0.00238927	-0.45679	0.0950109	0.00251804	-0.487603	0.0837481	0.00247445	-0.491124	0.0799545	0.00243442	-0.511111	0.076621	0.00235921	-0.543253	0.0746405	0.0023433	-0.545706	0.0741366	0.00226238	-0.546485	0.0737723	0.00215203	~	?	0.377	0.623	0.415	0.585	0.011	0.989	plus	plus	plus
-0.12	0.070833	0.00674008	-0.204082	0.0723881	0.00670907	-0.259259	0.0655159	0.00540611	-0.280992	0.0605187	0.00466352	-0.307692	0.0783656	0.00755463	-0.337778	0.0828356	0.00791136	-0.349481	0.080864	0.00761772	-0.33241	0.0789535	0.0070381	-0.319728	0.0769751	0.00697241	~	?	0.961	0.039	1.000	0.000	1.000	0.000	minus	minus	minus
-0.52	0.142598	0.00474741	-0.306122	0.127631	0.0037637	-0.0617284	0.103698	0.00338971	0.0909091	0.0888243	0.00330359	0.171598	0.0741615	0.00313609	0.182222	0.0678211	0.00282535	0.176471	0.0648405	0.00263006	0.182825	0.0620343	0.0025492	0.185941	0.0623827	0.00272799	~	?	0.055	0.945	0.053	0.947	0.000	1.000	plus	plus	plus
-0.6	0.0906206	0.00232895	-0.306122	0.0949994	0.00241923	-0.0617284	0.0917784	0.0026358	-0.0247934	0.0797444	0.00229581	0.0177515	0.0725554	0.00212447	0.04	0.0689005	0.00192144	0.0934256	0.0623543	0.00187391	0.135734	0.0620168	0.00202436	0.129252	0.0597679	0.00197713	~	?	0.004	0.996	0.023	0.977	0.000	1.000	plus	plus	plus
-0.68	0.103855	0.00289213	-0.591837	0.0984297	0.00217776	-0.45679	0.0933654	0.0024016	-0.421488	0.0871736	0.00255478	-0.455621	0.0871689	0.00229986	-0.52	0.0925762	0.00271281	-0.570934	0.0921003	0.00281389	-0.573407	0.084466	0.00246237	-0.555556	0.0803972	0.00255934	~	?	0.962	0.038	0.567	0.433	0.856	0.144	minus	minus	minus
-0.88	0.154389	0.00429984	-0.734694	0.109968	0.00375593	-0.802469	0.092922	0.00398321	-0.801653	0.0973347	0.00431701	-0.769231	0.0919748	0.0041037	-0.751111	0.084409	0.00374657	-0.716263	0.0822208	0.00327322	-0.684211	0.0787108	0.00288137	-0.623583	0.0781175	0.00285771	~	?	0.978	0.022	0.666	0.334	0.904	0.096	minus	minus	minus
-0.76	0.103943	0.00202991	-0.632653	0.0975183	0.00170321	-0.407407	0.0868293	0.00196127	-0.289256	0.0779263	0.00177116	-0.278107	0.0763453	0.00195445	-0.28	0.0741985	0.00178095	-0.273356	0.0741395	0.00179609	-0.285319	0.0712838	0.00178756	-0.301587	0.071336	0.00181996	~	?	0.000	1.000	0.061	0.939	0.000	1.000	plus	plus	plus
-0.36	0.139899	0.00533541	-0.408163	0.133651	0.00362954	-0.444444	0.118827	0.00314485	-0.471074	0.108093	0.00335316	-0.47929	0.0963997	0.00342699	-0.511111	0.0904418	0.00306944	-0.539792	0.0885192	0.00315204	-0.551247	0.0855131	0.00315245	-0.566893	0.0835546	0.00308156	~	?	0.694	0.306	0.613	0.387	0.848	0.152	minus	minus	minus
-0.96	0.0856699	0.00430986	-0.693878	0.111837	0.00714585	-0.54321	0.0961199	0.00446708	-0.479339	0.0817751	0.00432025	-0.473373	0.0802002	0.00395997	-0.48	0.0774391	0.00394483	-0.508651	0.0804008	0.0045222	-0.576177	0.0857574	0.00493844	-0.628118	0.0865537	0.0043892	~	?	0.997	0.003	0.931	0.069	0.916	0.084	minus	minus	minus
-0.36	0.0981503	0.00378285	-0.265306	0.0914899	0.00295235	-0.308642	0.0881807	0.00306174	-0.305785	0.0860785	0.00305878	-0.337278	0.0862267	0.00313577	-0.333333	0.0883961	0.0031885	-0.314879	0.0856601	0.00305833	-0.296399	0.0855397	0.00326313	-0.315193	0.0857079	0.00365615	~	?	0.013	0.987	0.136	0.864	0.005	0.995	plus	plus	plus
-0.68	0.0492208	0.000270796	-0.510204	0.0361859	0.000338458	-0.432099	0.0324488	0.000378765	-0.454545	0.0303134	0.000334812	-0.47929	0.0313943	0.000346993	-0.528889	0.0301764	0.00034689	-0.550173	0.028691	0.000362021	-0.562327	0.0297983	0.00039666	-0.546485	0.0319226	0.00050185	~	?	0.046	0.954	0.213	0.787	0.012	0.988	plus	plus	plus
-0.52	0.0993905	0.00201742	-0.428571	0.0880861	0.00171162	-0.333333	0.0761562	0.00159119	-0.22314	0.0680122	0.00180144	-0.12426	0.0631128	0.00209127	-0.0488889	0.0582307	0.00220832	0.017301	0.0578154	0.00230913	0.0360111	0.0578991	0.00245885	0.0385488	0.0577908	0.00247232	~	?	0.009	0.991	0.014	0.986	0.000	1.000	plus	plus	plus
-0.04	0.0752666	0.000784184	0.102041	0.0629159	0.000761568	0.135802	0.0543577	0.000898331	0.173554	0.0471025	0.000775691	0.218935	0.0449992	0.000688023	0.271111	0.0453836	0.000893094	0.259516	0.0501919	0.00155944	0.213296	0.0534662	0.00196247	0.201814	0.0544624	0.001948	~	?	0.023	0.977	0.018	0.982	0.000	1.000	plus	plus	plus
-0.96	0.0287461	0.000386411	-0.918367	0.0420687	0.000947313	-0.925926	0.0494019	0.000970876	-0.942149	0.0541605	0.000915815	-0.952663	0.0562261	0.00103202	-0.964444	0.0557611	0.000994693	-0.965398	0.0551184	0.00104433	-0.966759	0.0547882	0.00106851	-0.961451	0.0565084	0.00106557	~	?	0.999	0.001	0.963	0.037	1.000	0.000	minus	minus	minus
-1	0.0715028	0.00198311	-1	0.0611296	0.0012565	-0.975309	0.080468	0.00182161	-0.785124	0.0881192	0.00239869	-0.710059	0.0857452	0.00202117	-0.586667	0.0833897	0.00256305	-0.470588	0.0779633	0.00280881	-0.362881	0.0758148	0.00305664	-0.260771	0.0750212	0.00331489	~	?	0.099	0.901	0.415	0.585	0.000	1.000	plus	plus	plus
0.32	0.16659	0.0155094	0.326531	0.124809	0.0149459	0.333333	0.120148	0.0141695	0.322314	0.115911	0.0136257	0.319527	0.103725	0.0119243	0.306667	0.0957015	0.0105438	0.290657	0.0891914	0.00921013	0.282548	0.081896	0.00808655	0.285714	0.0782025	0.00722241	~	?	0.925	0.075	0.680	0.319	1.000	0.000	minus	minus	minus
-1	0.0368482	0.000247099	-0.979592	0.0362069	0.000329609	-0.962963	0.0374923	0.00069869	-0.975207	0.0478091	0.00123003	-0.982249	0.0553323	0.00190347	-0.915556	0.0571783	0.00173298	-0.823529	0.0552322	0.00149795	-0.736842	0.0536257	0.00157595	-0.666667	0.0539881	0.0015964	~	?	1.000	0.000	0.981	0.019	1.000	0.000	minus	minus	minus
-0.52	0.0515756	0.00089492	-0.612245	0.0612405	0.00194857	-0.666667	0.076268	0.00270369	-0.68595	0.0854981	0.00307291	-0.615385	0.0836824	0.00231711	-0.586667	0.0772946	0.00224491	-0.570934	0.0723093	0.00228358	-0.565097	0.0679414	0.00220705	-0.582766	0.0689698	0.00205227	~	?	1.000	0.000	0.732	0.268	1.000	0.000	minus	minus	minus
-1	0.0966678	0.00319098	-0.836735	0.0919264	0.00399052	-0.728395	0.0888053	0.00457362	-0.68595	0.087533	0.00432403	-0.674556	0.0870343	0.00424827	-0.666667	0.0844638	0.00409301	-0.66436	0.0790921	0.00384172	-0.65651	0.074148	0.00359252	-0.653061	0.0697062	0.00335323	~	?	0.332	0.668	0.373	0.627	0.193	0.807	plus	plus	plus
-0.96	0.0946581	0.00177338	-0.897959	0.0760811	0.00209075	-0.814815	0.0695067	0.00158926	-0.768595	0.0669776	0.00135408	-0.769231	0.0655745	0.00122245	-0.777778	0.0656029	0.00135389	-0.764706	0.0635514	0.00146598	-0.745152	0.0615355	0.00158726	-0.732426	0.0634793	0.00171493	~	?	0.995	0.005	0.748	0.252	0.847	0.153	minus	minus	minus
-0.12	0.0559414	0.000971172	-0.142857	0.0544974	0.000870578	-0.0617284	0.0548655	0.00103557	-0.00826446	0.0591669	0.000976864	-0.00591716	0.0606993	0.00115737	-0.00444444	0.0600889	0.00118479	-0.0380623	0.060489	0.00120572	-0.110803	0.0591632	0.00118285	-0.15873	0.0570955	0.00115308	~	?	0.022	0.978	0.066	0.934	0.000	1.000	plus	plus	plus
-0.2	0.0629937	0.00202339	-0.367347	0.0913581	0.00425297	-0.407407	0.097753	0.00391252	-0.479339	0.0956749	0.0036561	-0.532544	0.0926157	0.00334893	-0.604444	0.0846713	0.00323517	-0.636678	0.0780084	0.00285382	-0.65097	0.0753006	0.0026201	-0.671202	0.0773664	0.00255371	~	?	0.998	0.002	0.889	0.111	1.000	0.000	minus	minus	minus
-1	0.108724	0.00311395	-0.877551	0.106691	0.00350092	-0.753086	0.0890196	0.00245536	-0.636364	0.0796573	0.00227959	-0.550296	0.0788751	0.00204023	-0.52	0.077115	0.00191046	-0.50173	0.0726017	0.0018467	-0.506925	0.0699637	0.00176566	-0.519274	0.0702323	0.00165975	~	?	0.017	0.983	0.301	0.699	0.000	1.000	plus	plus	plus
0	0.026845	0.00143558	-0.0816327	0.0821048	0.00632915	-0.234568	0.097783	0.00743211	-0.330579	0.0898203	0.0052881	-0.390533	0.0826827	0.0046279	-0.431111	0.0794575	0.00454706	-0.463668	0.0749806	0.00455085	-0.476454	0.0722864	0.00438603	-0.480726	0.0686881	0.00423769	~	?	0.978	0.022	0.924	0.076	1.000	0.000	minus	minus	minus
-0.52	0.0460963	0.00194533	-0.0612245	0.0597878	0.00176496	0.0864198	0.0610186	0.00161327	0.107438	0.0633016	0.00186395	0.0769231	0.0661149	0.00239832	0.0666667	0.0671188	0.00238952	0.0657439	0.0649375	0.00218841	0.0803324	0.0660522	0.00212486	0.0748299	0.0681213	0.00221643	~	?	0.037	0.963	0.011	0.989	0.000	1.000	plus	plus	plus
-1	0.0639543	0.00243713	-1	0.0577495	0.00177661	-1	0.045443	0.00137124	-1	0.0630652	0.00379088	-0.869823	0.0740257	0.00478232	-0.764444	0.0686112	0.00367547	-0.695502	0.0655907	0.00347499	-0.686981	0.0660171	0.00331986	-0.678005	0.0633162	0.00333906	~	?	0.016	0.984	0.552	0.448	0.201	0.799	plus	minus	plus
-0.68	0.0725919	0.00233304	-0.55102	0.0751506	0.00188704	-0.481481	0.0772562	0.00204121	-0.38843	0.0760829	0.00201086	-0.266272	0.0718593	0.00191432	-0.164444	0.0721209	0.00186187	-0.134948	0.0724108	0.00205562	-0.0803324	0.0685098	0.00194715	-0.047619	0.0653158	0.00185804	~	?	0.007	0.993	0.049	0.951	0.000	1.000	plus	plus	plus
-0.88	0.0503925	0.00046846	-0.938776	0.0517614	0.00122423	-0.962963	0.0510371	0.00126021	-0.942149	0.0508505	0.00131943	-0.923077	0.0524919	0.00168186	-0.906667	0.0566682	0.00205169	-0.851211	0.0607152	0.00225733	-0.761773	0.0602785	0.00222288	-0.707483	0.0586897	0.00226781	~	?	0.999	0.001	0.918	0.082	1.000	0.000	minus	minus	minus
-0.92	0.100823	0.001742	-0.734694	0.0912517	0.00178452	-0.679012	0.0777264	0.00168772	-0.727273	0.0701832	0.00158092	-0.769231	0.0689876	0.00138135	-0.777778	0.067451	0.0015115	-0.761246	0.0690564	0.00205587	-0.728532	0.068929	0.00241007	-0.702948	0.0684348	0.00217267	~	?	0.999	0.001	0.872	0.128	1.000	0.000	minus	minus	minus
-0.92	0.10817	0.0023276	-0.816327	0.119769	0.00329373	-0.691358	0.106372	0.00293019	-0.652893	0.0946724	0.00295569	-0.609467	0.0870867	0.00259223	-0.577778	0.0784929	0.00239828	-0.564014	0.074569	0.00210676	-0.581717	0.0728164	0.00192711	-0.596372	0.0707095	0.0018146	~	?	0.075	0.925	0.576	0.424	0.390	0.610	plus	minus	plus
0.2	0.0594744	0.00155032	-0.183673	0.0620541	0.00118366	-0.407407	0.0568251	0.000941176	-0.586777	0.0568411	0.00148743	-0.656805	0.0587384	0.00168873	-0.688889	0.0596715	0.00173511	-0.702422	0.062756	0.00186562	-0.706371	0.0639198	0.00172215	-0.70068	0.0640599	0.00163782	~	?	0.046	0.954	0.657	0.343	0.033	0.967	plus	minus	plus
-0.68	0.0717155	0.00160703	-0.795918	0.0774322	0.00219432	-0.555556	0.0856229	0.00236421	-0.322314	0.0760225	0.00262738	-0.207101	0.0709362	0.002653	-0.128889	0.0657323	0.0025371	-0.121107	0.0616347	0.00245459	-0.141274	0.0609046	0.0023208	-0.138322	0.0616795	0.00241035	~	?	0.235	0.765	0.217	0.783	0.000	1.000	plus	plus	plus
-0.12	0.0844709	0.00209764	0.102041	0.0876026	0.0014914	0.0617284	0.0859478	0.00179355	0.0743802	0.0885414	0.0026111	0.100592	0.0889539	0.00299982	0.0488889	0.0827465	0.00252458	0.0449827	0.081501	0.00287215	0.0747922	0.0827831	0.00324834	0.0975057	0.0843167	0.00338353	~	?	0.062	0.938	0.016	0.984	0.000	1.000	plus	plus	plus
-0.44	0.102462	0.00273093	-0.306122	0.0978266	0.00224487	-0.283951	0.107072	0.0027906	-0.157025	0.101581	0.00240868	-0.147929	0.0904245	0.0029963	-0.168889	0.0886467	0.00267208	-0.221453	0.08451	0.00254421	-0.265928	0.0790588	0.00251519	-0.306122	0.0771648	0.00238338	~	?	0.000	1.000	0.176	0.824	0.000	1.000	plus	plus	plus
-0.64	0.0546945	0.000686488	-0.612245	0.0483009	0.000651848	-0.654321	0.0469777	0.000590062	-0.727273	0.0483605	0.000672482	-0.804734	0.0580772	0.00118893	-0.844444	0.0642006	0.00165591	-0.844291	0.0658398	0.00163729	-0.789474	0.0656274	0.00139461	-0.725624	0.0610034	0.00144195	~	?	0.731	0.269	0.848	0.152	0.403	0.597	minus	minus	plus
-0.36	0.0662512	0.000674457	-0.102041	0.0579526	0.000772505	0.111111	0.0542203	0.000808334	0.190083	0.0550684	0.0011001	0.159763	0.0543058	0.00128254	0.102222	0.0540791	0.00120302	0.0380623	0.0517279	0.00116049	-0.0470914	0.0496594	0.00112238	-0.151927	0.0488531	0.00108195	~	?	0.017	0.983	0.007	0.993	0.000	1.000	plus	plus	plus
-0.28	0.104873	0.0031306	-0.346939	0.118677	0.00311259	-0.481481	0.133728	0.00295547	-0.504132	0.119904	0.00289091	-0.514793	0.110824	0.00361876	-0.528889	0.105895	0.0034545	-0.522491	0.100929	0.0034385	-0.501385	0.0945394	0.00351604	-0.455782	0.0884831	0.00335041	~	?	0.065	0.935	0.180	0.820	0.005	0.995	plus	plus	plus
-0.84	0.056631	0.00118769	-0.755102	0.0680261	0.0013104	-0.62963	0.0704709	0.00134301	-0.570248	0.0717139	0.00153647	-0.526627	0.075447	0.00166857	-0.511111	0.0779628	0.00207981	-0.474048	0.0784537	0.00233627	-0.440443	0.0770911	0.00226022	-0.44898	0.0789223	0.00306126	~	?	0.551	0.449	0.479	0.521	0.000	1.000	minus	minus	plus
-0.44	0.0613281	0.000682482	-0.530612	0.0580454	0.000571657	-0.555556	0.0538034	0.0004297	-0.553719	0.0488018	0.000417613	-0.544379	0.0477748	0.000496155	-0.533333	0.0471519	0.000625458	-0.522491	0.0466198	0.000759225	-0.515235	0.0466382	0.000881298	-0.503401	0.0475575	0.00104032	~	?	0.671	0.329	0.843	0.157	0.904	0.096	minus	minus	minus
-0.16	0.0783126	0.00215449	-0.244898	0.102351	0.00775976	-0.17284	0.112192	0.0114321	-0.0578512	0.101284	0.00943272	0.0118343	0.0885701	0.00945942	0.0444444	0.0881468	0.0113254	0.0657439	0.0810245	0.0108808	0.066482	0.0796223	0.0114905	0.0861678	0.0799055	0.0117232	~	?	0.925	0.075	0.985	0.015	1.000	0.000	minus	minus	minus
-0.28	0.0639087	0.000662968	-0.0204082	0.0602975	0.000910481	0.209877	0.0489088	0.000791255	0.289256	0.0435476	0.000857987	0.313609	0.0421298	0.000886816	0.315556	0.0400271	0.000823432	0.280277	0.0403844	0.000740649	0.218837	0.0413155	0.000724728	0.147392	0.0425988	0.000745974	~	?	0.026	0.974	0.014	0.986	0.000	1.000	plus	plus	plus
-0.96	0.11959	0.00228119	-0.816327	0.103085	0.00225902	-0.641975	0.0883265	0.0025289	-0.595041	0.078172	0.00249268	-0.544379	0.0700964	0.00238875	-0.506667	0.0646025	0.00208565	-0.470588	0.0610113	0.00185951	-0.459834	0.059236	0.00175911	-0.453515	0.0585392	0.00172892	~	?	0.265	0.735	0.255	0.745	0.098	0.902	plus	plus	plus
-1	0.0617717	0.000630962	-1	0.0623423	0.000788182	-1	0.0569994	0.00101812	-1	0.0543873	0.00106233	-1	0.0516274	0.00102546	-1	0.0477406	0.000962782	-1	0.0456819	0.000926615	-1	0.0444381	0.000936305	-0.995465	0.043124	0.00090864	~	?	0.019	0.981	0.083	0.917	0.000	1.000	plus	plus	plus
-0.48	0.0338456	0.000489135	-0.489796	0.0528547	0.00147928	-0.45679	0.0697963	0.00291763	-0.380165	0.0735822	0.0030274	-0.360947	0.0698576	0.00265648	-0.413333	0.0751633	0.00265044	-0.487889	0.0856889	0.00364144	-0.523546	0.0928552	0.00367797	-0.528345	0.094646	0.00361757	~	?	0.998	0.002	0.870	0.130	1.000	0.000	minus	minus	minus
-0.92	0.0299829	0.000144308	-0.836735	0.041107	0.000468243	-0.901235	0.0538234	0.000941081	-0.933884	0.0587214	0.00118442	-0.952663	0.0593286	0.00116679	-0.955556	0.0579885	0.00108448	-0.958477	0.0601045	0.00127934	-0.950139	0.0643853	0.00159676	-0.929705	0.065011	0.00153235	~	?	1.000	0.000	0.975	0.025	1.000	0.000	minus	minus	minus
-0.88	0.0470248	0.000319307	-0.836735	0.055924	0.000411864	-0.814815	0.0656019	0.00121715	-0.834711	0.0710474	0.00161526	-0.816568	0.0766659	0.00207462	-0.733333	0.0794732	0.00253879	-0.647059	0.0778259	0.00264891	-0.595568	0.0762169	0.00264097	-0.562358	0.0757904	0.0027594	~	?	0.999	0.001	0.962	0.038	1.000	0.000	minus	minus	minus
-1	0.045523	0.000965642	-0.979592	0.0608054	0.00196482	-0.962963	0.0655254	0.0017648	-0.942149	0.0670916	0.00180622	-0.95858	0.0689164	0.00207602	-0.915556	0.0686606	0.00202465	-0.844291	0.0666563	0.00179242	-0.759003	0.0640997	0.00163908	-0.684807	0.0625824	0.00159737	~	?	0.949	0.051	0.686	0.314	0.916	0.084	minus	minus	minus
-1	0.0348204	0.000254998	-1	0.048171	0.000928537	-0.975309	0.0620312	0.00143992	-0.933884	0.0651958	0.00135551	-0.905325	0.0625607	0.00118961	-0.866667	0.0622669	0.0012436	-0.823529	0.0634498	0.00147664	-0.806094	0.0661276	0.00171421	-0.791383	0.0678241	0.00216917	~	?	1.000	0.000	0.934	0.066	1.000	0.000	minus	minus	minus
