@relation 'training-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28-weka.filters.supervised.attribute.AddClassification-Wweka.classifiers.rules.ZeroR-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28'

@attribute a numeric
@attribute b numeric
@attribute c numeric
@attribute d numeric
@attribute e numeric
@attribute f numeric
@attribute g numeric
@attribute h numeric
@attribute i numeric
@attribute j numeric
@attribute k numeric
@attribute l numeric
@attribute m numeric
@attribute n numeric
@attribute o numeric
@attribute p numeric
@attribute q numeric
@attribute r numeric
@attribute s numeric
@attribute t numeric
@attribute u numeric
@attribute v numeric
@attribute w numeric
@attribute x numeric
@attribute y numeric
@attribute z numeric
@attribute aa numeric
@attribute bb {1,-1}

@data
-1,0.065942,0.001226,-0.877551,0.06198,0.000724,-0.82716,0.051696,0.000722,-0.85124,0.04914,0.000805,-0.846154,0.049657,0.000909,-0.831111,0.048868,0.00095,-0.813149,0.048695,0.001031,-0.795014,0.047598,0.000949,-0.795918,0.048784,0.000972,-1
-0.48,0.097742,0.00589,-0.571429,0.099409,0.006759,-0.530864,0.089812,0.004104,-0.495868,0.081521,0.003384,-0.497041,0.076249,0.002829,-0.528889,0.074942,0.002469,-0.546713,0.076247,0.00249,-0.551247,0.076715,0.002611,-0.53288,0.075384,0.002761,-1
-0.64,0.15941,0.009487,-0.632653,0.165441,0.009382,-0.555556,0.15127,0.008695,-0.471074,0.134934,0.008265,-0.372781,0.127228,0.007194,-0.288889,0.117343,0.006802,-0.252595,0.114174,0.00723,-0.213296,0.109112,0.006811,-0.192744,0.102571,0.00602,-1
0,0.012679,0.000817,-0.061224,0.045811,0.009931,-0.08642,0.062501,0.013231,-0.033058,0.063024,0.01201,0.017751,0.061493,0.010641,0.026667,0.069207,0.011415,0.027682,0.075999,0.011911,0.041551,0.076677,0.011505,0.036281,0.078241,0.010493,-1
-1,0.069349,0.000182,-1,0.060557,0.000975,-0.950617,0.061926,0.001146,-0.900826,0.064572,0.00117,-0.893491,0.065032,0.001349,-0.875556,0.064001,0.001302,-0.861592,0.063737,0.001265,-0.819945,0.064952,0.001346,-0.802721,0.06659,0.001479,-1
-1,0.0387,0.00057,-1,0.033432,0.000404,-1,0.037015,0.000429,-0.958678,0.038381,0.000508,-0.91716,0.037915,0.00048,-0.888889,0.038747,0.000621,-0.868512,0.041972,0.000752,-0.858726,0.047288,0.001138,-0.845805,0.052867,0.001666,-1
-1,0.038039,0.000316,-1,0.046839,0.00051,-0.962963,0.045659,0.000473,-0.933884,0.049057,0.000663,-0.911243,0.060105,0.001258,-0.915556,0.065679,0.001242,-0.910035,0.064861,0.001351,-0.914127,0.066969,0.001546,-0.92517,0.070947,0.001694,-1
-0.12,0.068205,0.000825,0.183673,0.060967,0.001136,0.358025,0.051811,0.000881,0.471074,0.043518,0.001016,0.538462,0.039026,0.001,0.591111,0.03573,0.000921,0.605536,0.033325,0.000825,0.612188,0.030565,0.000767,0.619048,0.028972,0.000688,1
0.36,0.041499,0.000762,0.306122,0.032642,0.000467,0.308642,0.035599,0.000609,0.438017,0.039378,0.001019,0.526627,0.036777,0.000842,0.591111,0.033747,0.000717,0.640138,0.034268,0.0007,0.66759,0.033883,0.000784,0.678005,0.033451,0.000892,1
-0.56,0.149479,0.005278,-0.612245,0.120533,0.003776,-0.716049,0.102174,0.003992,-0.809917,0.087254,0.004107,-0.816568,0.0786,0.003333,-0.817778,0.069992,0.002963,-0.809689,0.065306,0.002728,-0.795014,0.062099,0.002553,-0.777778,0.060142,0.002389,-1
-0.44,0.15531,0.006949,-0.428571,0.132589,0.006272,-0.432099,0.124988,0.007122,-0.371901,0.112011,0.00676,-0.372781,0.105864,0.00631,-0.333333,0.097103,0.006013,-0.259516,0.090911,0.005703,-0.163435,0.088296,0.005601,-0.068027,0.083459,0.005444,1
-0.36,0.171815,0.008819,-0.204082,0.130792,0.006666,-0.148148,0.109482,0.005685,-0.115702,0.095871,0.004991,-0.100592,0.089036,0.004715,-0.12,0.089401,0.004936,-0.121107,0.095086,0.006337,-0.124654,0.091535,0.005595,-0.145125,0.087347,0.005172,-1
0.04,0.083524,0.002343,-0.020408,0.061159,0.001847,-0.061728,0.07232,0.002124,-0.07438,0.072775,0.002149,-0.088757,0.064579,0.001948,-0.12,0.061564,0.001899,-0.16263,0.060252,0.001884,-0.180055,0.058137,0.00174,-0.188209,0.05702,0.00166,1
-1,0.058813,0.000703,-1,0.063256,0.000844,-1,0.064482,0.000946,-0.966942,0.062357,0.001184,-0.91716,0.060785,0.001258,-0.84,0.057811,0.001248,-0.778547,0.054939,0.001193,-0.756233,0.054303,0.001078,-0.755102,0.05417,0.001066,-1
-0.64,0.081265,0.002174,-0.714286,0.089628,0.002674,-0.679012,0.094396,0.0037,-0.619835,0.089069,0.003437,-0.585799,0.081116,0.002802,-0.564444,0.077956,0.002581,-0.519031,0.073067,0.002519,-0.534626,0.072166,0.002609,-0.501134,0.070934,0.002503,-1
-0.04,0.046487,0.001271,-0.102041,0.061465,0.003602,-0.08642,0.074953,0.005369,-0.049587,0.078711,0.006111,-0.017751,0.086175,0.007771,0.008889,0.092084,0.007741,-0.00346,0.097214,0.007712,-0.01662,0.095994,0.007149,-0.015909,0.092742,0.006676,-1
0.12,0.127374,0.009216,0.102041,0.121931,0.008637,0.098765,0.105423,0.00758,0.14876,0.092837,0.006812,0.183432,0.08795,0.006959,0.191111,0.081869,0.006797,0.141869,0.079594,0.006798,0.085873,0.078561,0.006489,0.070295,0.076061,0.006252,-1
-1,0.07006,0.000676,-1,0.061228,0.001066,-1,0.072413,0.001335,-0.933884,0.073309,0.001525,-0.846154,0.068017,0.001348,-0.795556,0.065534,0.001352,-0.740484,0.062239,0.001377,-0.689751,0.06058,0.001357,-0.655329,0.058345,0.001151,1
-0.8,0.120686,0.002764,-0.734694,0.116043,0.002956,-0.679012,0.10574,0.003963,-0.578512,0.098659,0.0043,-0.550296,0.100379,0.004845,-0.555556,0.097288,0.00455,-0.581315,0.094337,0.004221,-0.606648,0.090615,0.003967,-0.634921,0.089664,0.004052,-1
-0.04,0.048642,0.001487,-0.081633,0.045636,0.00188,-0.08642,0.043564,0.002452,-0.082645,0.037929,0.002581,-0.071006,0.030131,0.002087,-0.057778,0.025486,0.001869,-0.055363,0.023257,0.00183,-0.069252,0.030263,0.003508,-0.088435,0.038207,0.00481,-1
-0.84,0.100623,0.001759,-0.918367,0.067687,0.002547,-0.925926,0.059198,0.002502,-0.900826,0.05038,0.002316,-0.91716,0.049692,0.001849,-0.893333,0.050218,0.001671,-0.851211,0.050356,0.001431,-0.808864,0.05109,0.001371,-0.782313,0.052801,0.001356,-1
-0.88,0.080703,0.00088,-0.877551,0.073084,0.001104,-0.839506,0.067892,0.001107,-0.818182,0.062981,0.000938,-0.804734,0.061271,0.001089,-0.804444,0.0596,0.00134,-0.813149,0.058622,0.001346,-0.811634,0.057245,0.00129,-0.807256,0.055629,0.001295,-1
-1,0.031733,0.000363,-1,0.035908,0.000332,-0.962963,0.034768,0.000315,-0.950413,0.037066,0.000437,-0.934911,0.039893,0.000583,-0.915556,0.039886,0.000572,-0.903114,0.041663,0.000659,-0.872576,0.046716,0.001018,-0.863946,0.052066,0.001528,-1
-0.2,0.061778,0.000629,0.061224,0.055196,0.000625,0.111111,0.053232,0.000986,0.07438,0.053619,0.001042,0.029586,0.053789,0.001077,-0.004444,0.051749,0.001158,-0.044983,0.049922,0.001185,-0.102493,0.048521,0.001105,-0.151927,0.048132,0.001033,1
-1,0.064705,0.001642,-0.959184,0.061707,0.002225,-0.901235,0.059349,0.002345,-0.842975,0.05723,0.002167,-0.804734,0.054877,0.001786,-0.777778,0.053819,0.001653,-0.799308,0.059156,0.00195,-0.808864,0.06425,0.002246,-0.818594,0.066134,0.002246,-1
-0.92,0.039195,0.000273,-0.714286,0.041159,0.000483,-0.530864,0.049141,0.00073,-0.272727,0.051565,0.000824,-0.029586,0.053337,0.000737,0.111111,0.051377,0.000682,0.245675,0.047619,0.000676,0.307479,0.046246,0.000701,0.351474,0.044647,0.000724,1
-0.76,0.102335,0.002601,-0.55102,0.097274,0.003431,-0.395062,0.082876,0.003002,-0.31405,0.070891,0.002838,-0.266272,0.064817,0.002714,-0.244444,0.060056,0.002692,-0.249135,0.056699,0.002558,-0.249307,0.054906,0.002412,-0.247166,0.054338,0.002243,-1
-0.52,0.078519,0.001638,-0.387755,0.061448,0.00241,-0.333333,0.054751,0.002117,-0.338843,0.064237,0.002516,-0.313609,0.065381,0.002411,-0.306667,0.061899,0.002302,-0.294118,0.062783,0.002308,-0.285319,0.060567,0.002204,-0.274376,0.059916,0.002323,1
-1,0.018242,0.000113,-0.918367,0.030965,0.000477,-0.876543,0.045019,0.00174,-0.818182,0.052418,0.002406,-0.751479,0.051335,0.001848,-0.737778,0.0493,0.001558,-0.757785,0.049906,0.001466,-0.783934,0.052052,0.001551,-0.78458,0.055512,0.001749,-1
-0.44,0.071751,0.001613,-0.428571,0.071968,0.001424,-0.45679,0.080343,0.001915,-0.421488,0.078366,0.001799,-0.420118,0.071978,0.001801,-0.404444,0.069697,0.001896,-0.432526,0.068185,0.001932,-0.457064,0.064124,0.001953,-0.451247,0.061979,0.001965,1
-0.04,0.041174,0.000405,0.102041,0.032881,0.000474,0.234568,0.035984,0.000533,0.355372,0.038165,0.000646,0.349112,0.040275,0.000732,0.28,0.042285,0.000765,0.211073,0.043999,0.000781,0.146814,0.044211,0.00074,0.079365,0.043631,0.00071,1
-0.6,0.05831,0.000681,-0.632653,0.057117,0.000822,-0.703704,0.051567,0.000658,-0.752066,0.053326,0.0008,-0.763314,0.060045,0.001198,-0.742222,0.063252,0.001456,-0.702422,0.063782,0.001493,-0.66759,0.064756,0.001485,-0.62585,0.066019,0.001581,1
-1,0.048292,0.000923,-0.918367,0.06145,0.0014,-0.679012,0.06388,0.001248,-0.504132,0.059854,0.00088,-0.420118,0.055234,0.000799,-0.395556,0.052807,0.000743,-0.397924,0.05071,0.000768,-0.396122,0.048711,0.000795,-0.39229,0.047129,0.000809,1
-0.32,0.068646,0.000614,-0.346939,0.058247,0.00068,-0.358025,0.055229,0.000669,-0.421488,0.061813,0.001464,-0.449704,0.069099,0.001842,-0.457778,0.069972,0.001843,-0.442907,0.066825,0.001913,-0.448753,0.063005,0.002034,-0.471655,0.059982,0.002071,-1
-1,0.027448,0.000302,-1,0.03595,0.000665,-1,0.035001,0.00058,-1,0.037972,0.000716,-0.988166,0.040822,0.000841,-0.964444,0.04591,0.001025,-0.944637,0.051781,0.001513,-0.933518,0.054402,0.001702,-0.900227,0.056899,0.001976,-1
-0.24,0.083982,0.002841,-0.285714,0.085654,0.003508,-0.358025,0.092824,0.003814,-0.396694,0.095761,0.003909,-0.431953,0.09412,0.003791,-0.453333,0.089295,0.003676,-0.467128,0.08487,0.003729,-0.476454,0.081916,0.003852,-0.482993,0.078492,0.003989,-1
-0.16,0.066953,0.000743,-0.204082,0.06398,0.002206,-0.234568,0.070353,0.002627,-0.272727,0.086344,0.005129,-0.325444,0.103308,0.007275,-0.346667,0.105099,0.007388,-0.3391,0.101815,0.007595,-0.33518,0.098106,0.007903,-0.335601,0.093897,0.007706,-1
0.2,0.111882,0.006521,0.306122,0.103744,0.00563,0.407407,0.091142,0.005205,0.471074,0.083704,0.004701,0.47929,0.075604,0.004273,0.493333,0.070864,0.003806,0.50173,0.066127,0.003465,0.540166,0.063004,0.003233,0.564626,0.061904,0.003113,1
-0.6,0.077927,0.000912,-0.265306,0.07357,0.001143,-0.061728,0.069078,0.001312,-0.024793,0.067217,0.001399,-0.053254,0.06443,0.001339,-0.102222,0.058125,0.001237,-0.155709,0.052284,0.001156,-0.224377,0.04974,0.001076,-0.274376,0.049235,0.001067,1
0.44,0.061952,0.002362,0.346939,0.076029,0.002407,0.358025,0.072148,0.002009,0.289256,0.074265,0.002667,0.242604,0.079911,0.002935,0.182222,0.076636,0.002618,0.141869,0.075205,0.002443,0.102493,0.074238,0.002445,0.052154,0.077928,0.002689,1
-0.6,0.098448,0.000236,-0.55102,0.093099,0.000479,-0.555556,0.082583,0.001032,-0.553719,0.072853,0.001386,-0.550296,0.072816,0.001492,-0.52,0.070503,0.001614,-0.49481,0.068826,0.001867,-0.468144,0.070274,0.002241,-0.44898,0.072706,0.002636,-1
-1,0.102565,0.001661,-0.591837,0.096296,0.001496,-0.358025,0.082319,0.001678,-0.22314,0.072675,0.001818,-0.242604,0.068153,0.001628,-0.271111,0.064799,0.001641,-0.287197,0.06425,0.001761,-0.290859,0.065052,0.001945,-0.315193,0.064514,0.002069,1
-0.92,0.086842,0.002689,-0.836735,0.075885,0.001762,-0.851852,0.078894,0.003071,-0.85124,0.077456,0.004808,-0.822485,0.072579,0.004267,-0.8,0.069848,0.00382,-0.795848,0.066394,0.003438,-0.789474,0.06276,0.003279,-0.782313,0.061686,0.003225,1
-0.6,0.158115,0.006306,-0.428571,0.136967,0.006895,-0.382716,0.123024,0.007085,-0.31405,0.114443,0.007119,-0.242604,0.10415,0.007004,-0.155556,0.094558,0.006293,-0.128028,0.087637,0.005731,-0.094183,0.080565,0.005388,-0.052154,0.075674,0.005093,1
-0.28,0.163975,0.005478,-0.428571,0.138076,0.004811,-0.530864,0.134061,0.003806,-0.586777,0.126799,0.004027,-0.550296,0.1188,0.003681,-0.484444,0.109023,0.003605,-0.432526,0.097727,0.00357,-0.379501,0.089064,0.003539,-0.337868,0.082777,0.00343,1
-0.28,0.058749,0.000674,-0.061224,0.051315,0.000648,0.111111,0.051771,0.000847,0.140496,0.054956,0.000941,0.100592,0.054947,0.000994,0.057778,0.053967,0.000969,-0.044983,0.0549,0.00099,-0.094183,0.056895,0.001096,-0.117914,0.056669,0.001137,1
-1,0.073065,0.002213,-1,0.064107,0.001525,-0.925926,0.07701,0.001714,-0.818182,0.090293,0.002318,-0.692308,0.091644,0.002378,-0.568889,0.081984,0.002394,-0.456747,0.077515,0.002679,-0.351801,0.076754,0.003428,-0.219955,0.073593,0.003137,1
-0.64,0.032314,0.000132,-0.673469,0.030305,0.000241,-0.666667,0.032823,0.000364,-0.652893,0.038628,0.000624,-0.680473,0.039456,0.000507,-0.715556,0.046995,0.001442,-0.733564,0.053939,0.002805,-0.703601,0.054767,0.002484,-0.680272,0.052814,0.002464,-1
-1,0.078631,0.00258,-0.918367,0.069752,0.001794,-0.91358,0.065244,0.001371,-0.892562,0.06337,0.001659,-0.87574,0.060815,0.001566,-0.844444,0.056136,0.001319,-0.823529,0.052035,0.00117,-0.817175,0.050279,0.001095,-0.816327,0.049148,0.001023,-1
-1,0.074576,0.000403,-0.918367,0.066108,0.000581,-0.814815,0.057851,0.000608,-0.760331,0.051198,0.000646,-0.745562,0.050052,0.000635,-0.742222,0.054981,0.001016,-0.730104,0.06172,0.001523,-0.706371,0.06426,0.001692,-0.664399,0.06482,0.001851,-1
-0.32,0.226484,0.006348,-0.183673,0.187084,0.012136,-0.111111,0.162082,0.012348,-0.07438,0.140718,0.013199,-0.053254,0.119695,0.012873,-0.013333,0.105017,0.012118,0.027682,0.096528,0.011027,0.024931,0.095739,0.010535,0,0.095489,0.010305,-1
-0.52,0.129326,0.004878,-0.367347,0.103112,0.005195,-0.259259,0.087836,0.005016,-0.198347,0.078474,0.004714,-0.130178,0.072626,0.004134,-0.106667,0.068909,0.003459,-0.134948,0.065639,0.003041,-0.152355,0.063287,0.002816,-0.15873,0.063066,0.002818,-1
-0.56,0.16018,0.006143,-0.55102,0.117184,0.007086,-0.555556,0.095363,0.00645,-0.570248,0.08144,0.005894,-0.585799,0.0811,0.005661,-0.573333,0.099522,0.00818,-0.529412,0.10386,0.008965,-0.490305,0.0913,0.007226,-0.469388,0.095799,0.00722,-1
-0.44,0.153271,0.006146,-0.428571,0.131958,0.005287,-0.518519,0.110604,0.00534,-0.586777,0.111294,0.004586,-0.650888,0.109485,0.00473,-0.613333,0.101828,0.004829,-0.602076,0.092421,0.004638,-0.631579,0.091594,0.004509,-0.650794,0.088923,0.004309,-1
-1,0.046463,0.00026,-0.979592,0.039732,0.000226,-0.962963,0.03621,0.000302,-0.966942,0.035435,0.000264,-0.976331,0.042883,0.000576,-0.973333,0.049662,0.000935,-0.968858,0.050926,0.000955,-0.963989,0.051133,0.000906,-0.938776,0.052556,0.000938,-1
0.2,0.058528,0.001378,0.142857,0.050706,0.001017,0.259259,0.050213,0.00117,0.371901,0.04508,0.001063,0.443787,0.038937,0.000878,0.502222,0.035654,0.000791,0.529412,0.033159,0.000735,0.540166,0.030675,0.000722,0.546485,0.029223,0.000705,1
0.28,0.118201,0.005121,0.22449,0.109674,0.005312,0.308642,0.096696,0.00522,0.355372,0.086459,0.004947,0.420118,0.077298,0.004574,0.484444,0.071458,0.004199,0.508651,0.067373,0.003859,0.495845,0.062852,0.003417,0.496599,0.059362,0.003013,1
-0.2,0.061587,0.000627,0.102041,0.053532,0.000534,0.308642,0.044652,0.000578,0.438017,0.043219,0.000664,0.502959,0.042563,0.000896,0.528889,0.041956,0.00111,0.522491,0.039918,0.001182,0.523546,0.039364,0.001235,0.528345,0.03951,0.001278,1
-0.92,0.068976,0.000805,-0.918367,0.063866,0.001041,-0.82716,0.069281,0.001491,-0.719008,0.069276,0.00166,-0.656805,0.063339,0.001333,-0.617778,0.063541,0.00125,-0.564014,0.065644,0.00138,-0.529086,0.064466,0.001501,-0.54195,0.064405,0.00147,1
-0.84,0.115774,0.003996,-0.55102,0.110213,0.004088,-0.432099,0.089079,0.003664,-0.22314,0.076477,0.003457,-0.088757,0.069256,0.003169,-0.031111,0.066927,0.002764,-0.017301,0.064597,0.002457,-0.030471,0.064595,0.00231,-0.006803,0.064265,0.002301,1
-1,0.029979,0.000839,-1,0.035088,0.000751,-1,0.035728,0.000633,-1,0.038988,0.000613,-0.976331,0.040619,0.000712,-0.942222,0.048011,0.001092,-0.906574,0.058266,0.001967,-0.880886,0.06458,0.002448,-0.85034,0.066082,0.002233,-1
0,0.021965,0.004887,-0.040816,0.053809,0.010004,-0.111111,0.099077,0.012733,-0.214876,0.120472,0.012634,-0.254438,0.118452,0.011243,-0.253333,0.110562,0.009372,-0.249135,0.102815,0.008842,-0.229917,0.097625,0.008636,-0.213152,0.092573,0.008533,-1
-0.96,0.039116,0.000354,-0.979592,0.030888,0.000293,-0.975309,0.028865,0.000274,-0.917355,0.033478,0.000365,-0.863905,0.039941,0.000679,-0.822222,0.045718,0.001173,-0.775087,0.047715,0.001266,-0.745152,0.047912,0.001178,-0.750567,0.051004,0.001289,-1
-0.88,0.065159,0.001393,-0.77551,0.053998,0.001068,-0.802469,0.061824,0.002483,-0.85124,0.077042,0.004378,-0.810651,0.078432,0.003962,-0.737778,0.077394,0.003475,-0.688581,0.076699,0.003435,-0.67867,0.079011,0.003654,-0.659864,0.082951,0.003736,-1
-0.44,0.133474,0.003445,-0.346939,0.120917,0.002302,-0.333333,0.101456,0.002697,-0.371901,0.097647,0.00244,-0.455621,0.089692,0.002234,-0.537778,0.08198,0.002246,-0.564014,0.078309,0.002195,-0.540166,0.076983,0.002354,-0.52381,0.07606,0.002644,1
-1,0.050121,0.000993,-1,0.049687,0.000816,-0.975309,0.054105,0.001207,-0.933884,0.066729,0.001418,-0.928994,0.077938,0.002101,-0.897778,0.080047,0.001806,-0.83045,0.0766,0.001583,-0.759003,0.073409,0.001749,-0.680272,0.069098,0.001923,-1
0.04,0.038684,0.000424,0.102041,0.040232,0.000553,0.308642,0.045555,0.000794,0.438017,0.041301,0.000752,0.526627,0.036755,0.000757,0.591111,0.036135,0.000758,0.626298,0.035542,0.000848,0.639889,0.035752,0.000942,0.632653,0.034847,0.000968,1
-1,0.044124,0.00122,-1,0.059682,0.002241,-0.925926,0.067668,0.002923,-0.842975,0.068116,0.003071,-0.775148,0.070359,0.003228,-0.706667,0.069595,0.003367,-0.6609,0.069163,0.00337,-0.614958,0.068341,0.0033,-0.578231,0.06636,0.003112,1
-0.2,0.122243,0.00373,-0.183673,0.101896,0.004061,-0.259259,0.107745,0.004748,-0.338843,0.09871,0.004679,-0.420118,0.089481,0.004298,-0.497778,0.083199,0.003966,-0.564014,0.079706,0.003758,-0.590028,0.07617,0.003709,-0.598639,0.070784,0.003457,1
-0.04,0.097421,0.003039,0.061224,0.084327,0.003013,0.234568,0.076037,0.002844,0.289256,0.07529,0.002783,0.289941,0.071671,0.002679,0.297778,0.070414,0.002471,0.32872,0.065601,0.002311,0.357341,0.063142,0.002273,0.37415,0.061841,0.002417,1
-0.52,0.114562,0.002531,-0.22449,0.1078,0.001942,-0.08642,0.091833,0.002385,-0.008264,0.086002,0.002459,0.04142,0.077811,0.002149,0.075556,0.069746,0.001996,0.114187,0.067727,0.002062,0.146814,0.063144,0.001628,0.151927,0.065445,0.002268,1
-0.04,0.095703,0.003176,-0.061224,0.088465,0.003587,-0.037037,0.086453,0.003549,-0.024793,0.080929,0.003313,0.017751,0.073341,0.003157,0.066667,0.069532,0.002931,0.086505,0.065589,0.002733,0.096953,0.061524,0.002553,0.0839,0.059401,0.00244,1
0.12,0.051385,0.000959,0.183673,0.055982,0.001097,0.358025,0.051565,0.001125,0.454545,0.043846,0.000971,0.526627,0.039266,0.00096,0.555556,0.036203,0.000905,0.591696,0.03331,0.00085,0.584488,0.031252,0.000764,0.564626,0.029399,0.000697,1
-1,0.049543,0.000609,-1,0.054566,0.001566,-0.975309,0.062028,0.001419,-0.933884,0.062628,0.001363,-0.87574,0.058457,0.001345,-0.848889,0.058147,0.001384,-0.84083,0.062178,0.001584,-0.828255,0.06939,0.001965,-0.764172,0.078699,0.003169,-1
0.04,0.052706,0.001046,0.183673,0.058114,0.001164,0.333333,0.052635,0.001076,0.438017,0.043089,0.000952,0.502959,0.038632,0.000932,0.537778,0.03616,0.000878,0.577855,0.033404,0.000841,0.584488,0.031336,0.00076,0.564626,0.029489,0.000691,1
-1,0.061366,0.000146,-0.959184,0.066139,0.00035,-0.802469,0.070303,0.000645,-0.743802,0.065788,0.001038,-0.781065,0.078392,0.003172,-0.777778,0.086667,0.003615,-0.737024,0.083209,0.003111,-0.747922,0.077452,0.002912,-0.76644,0.079648,0.002844,-1
-0.76,0.119195,0.003062,-0.795918,0.130043,0.004156,-0.765432,0.116337,0.005125,-0.752066,0.106684,0.004931,-0.739645,0.095253,0.004643,-0.768889,0.088167,0.004026,-0.733564,0.089609,0.00502,-0.700831,0.08265,0.004103,-0.675737,0.077319,0.003736,-1
-0.84,0.123115,0.002774,-0.632653,0.09796,0.002939,-0.555556,0.096153,0.002632,-0.520661,0.092253,0.002971,-0.47929,0.090813,0.002915,-0.448889,0.093366,0.003381,-0.384083,0.094319,0.00386,-0.351801,0.091962,0.003568,-0.342404,0.088847,0.003547,1
-0.6,0.106796,0.002113,-0.755102,0.10545,0.002614,-0.716049,0.096582,0.002692,-0.669421,0.088399,0.002365,-0.627219,0.084001,0.002173,-0.613333,0.083368,0.002383,-0.608997,0.081168,0.002602,-0.592798,0.078121,0.00263,-0.580499,0.073648,0.002571,-1
-0.96,0.035189,0.000133,-0.959184,0.043379,0.000702,-0.938272,0.049805,0.000899,-0.933884,0.049943,0.000867,-0.934911,0.057709,0.001185,-0.911111,0.066349,0.00194,-0.854671,0.070008,0.001972,-0.761773,0.068289,0.001789,-0.687075,0.067131,0.001824,-1
-0.76,0.02923,0.000256,-0.714286,0.030289,0.000273,-0.679012,0.031733,0.000246,-0.719008,0.03407,0.000263,-0.775148,0.037234,0.000419,-0.817778,0.038404,0.000478,-0.844291,0.041585,0.000532,-0.864266,0.045229,0.00071,-0.861678,0.047619,0.000851,-1
-0.44,0.095033,0.001743,-0.142857,0.082207,0.001786,-0.08642,0.068577,0.001414,-0.107438,0.067126,0.001708,-0.100592,0.064074,0.001445,-0.102222,0.060879,0.001682,-0.114187,0.06003,0.001755,-0.113573,0.059321,0.001659,-0.111111,0.058199,0.001636,1
-1,0.087872,0.002177,-1,0.073546,0.00199,-0.925926,0.064693,0.001638,-0.85124,0.064455,0.001669,-0.727811,0.064359,0.00166,-0.582222,0.064405,0.001691,-0.453287,0.061552,0.001667,-0.362881,0.057993,0.001667,-0.315193,0.057112,0.001666,-1
-1,0.044707,0.000285,-1,0.039176,0.000248,-0.975309,0.038206,0.000226,-0.950413,0.041348,0.00036,-0.928994,0.047928,0.000711,-0.915556,0.050565,0.00117,-0.899654,0.054874,0.001297,-0.867036,0.057978,0.001497,-0.834467,0.061041,0.001717,-1
-0.88,0.117013,0.002128,-0.77551,0.119608,0.002585,-0.555556,0.112709,0.002199,-0.421488,0.104638,0.002897,-0.402367,0.10736,0.003629,-0.373333,0.104062,0.004382,-0.352941,0.098952,0.003613,-0.34903,0.094153,0.003897,-0.349206,0.091978,0.003771,-1
-0.44,0.114172,0.005616,-0.469388,0.111327,0.003533,-0.518519,0.104334,0.00342,-0.553719,0.118459,0.004171,-0.544379,0.120097,0.004072,-0.506667,0.112453,0.00388,-0.49481,0.115992,0.004359,-0.470914,0.121117,0.005254,-0.442177,0.117216,0.005447,-1
-0.04,0.047954,0.000316,-0.204082,0.068453,0.002279,-0.308642,0.089064,0.003923,-0.421488,0.095864,0.003862,-0.47929,0.096168,0.003646,-0.52,0.092411,0.00316,-0.525952,0.089774,0.00284,-0.529086,0.090921,0.002765,-0.519274,0.091141,0.0028,-1
-0.4,0.080869,0.001834,-0.44898,0.079496,0.001744,-0.493827,0.080497,0.002591,-0.512397,0.08575,0.002593,-0.497041,0.092363,0.003735,-0.453333,0.085857,0.002951,-0.470588,0.089389,0.004061,-0.462604,0.096054,0.005026,-0.417234,0.092961,0.004591,-1
-1,0.051252,0.000369,-1,0.066713,0.000798,-0.938272,0.075996,0.001029,-0.85124,0.077238,0.001603,-0.763314,0.080222,0.001578,-0.688889,0.078431,0.001535,-0.653979,0.075029,0.001613,-0.620499,0.07709,0.001866,-0.600907,0.080773,0.002137,-1
-1,0.052699,0.000372,-1,0.055923,0.000699,-0.975309,0.059053,0.001243,-0.92562,0.0573,0.001096,-0.887574,0.055583,0.001017,-0.88,0.053915,0.000999,-0.875433,0.052394,0.001086,-0.869806,0.052584,0.00118,-0.84127,0.054092,0.001314,-1
-1,0.034929,0.000091,-1,0.032444,0.000215,-1,0.031792,0.000395,-1,0.034458,0.000475,-0.964497,0.038161,0.000529,-0.924444,0.041528,0.000624,-0.903114,0.04454,0.000719,-0.891967,0.045527,0.000767,-0.897959,0.045531,0.000799,-1
-0.64,0.095353,0.002317,-0.693878,0.105831,0.003095,-0.518519,0.0923,0.002723,-0.553719,0.080021,0.002582,-0.639053,0.078658,0.002541,-0.666667,0.076485,0.002693,-0.650519,0.072666,0.002466,-0.617729,0.070147,0.002323,-0.605442,0.069345,0.002153,-1
